Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Revenue,,,,,,,
2788,US-2020-152513,2020-07-04,2020-07-08,Second Class,JP-16135,Julie Prescott,Home Office,United States,San Diego,California,92024,West,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings, 22.85,2,0.2,7.4256, 45.70,,,,,,,
2789,US-2020-154956,2020-07-04,2020-07-09,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone, 1,099.96,4,0,285.9896, 4,399.84,,,,,,,
2790,US-2020-116750,2020-07-05,2020-07-10,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays, 4.93,2,0.2,0.7392, 9.86,,,,,,,
2791,US-2020-158911,2020-07-05,2020-07-11,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Charlotte,North Carolina,28205,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays, 4.93,2,0.2,0.7392, 9.86,,,,,,,
2792,US-2020-130610,2020-07-05,2020-07-10,Standard Class,VP-21730,Victor Preis,Home Office,United States,Sterling Heights,Michigan,48310,Central,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders, 19.00,5,0,8.93, 95.00,,,,,,,
2793,US-2020-116750,2020-07-05,2020-07-10,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders, 7.23,5,0.7,-5.784, 36.15,,,,,,,
2794,US-2020-158911,2020-07-05,2020-07-11,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-LA-10003223,Office Supplies,Labels,Avery 508, 11.78,3,0.2,4.2717, 35.35,,,,,,,
2795,US-2020-164336,2020-07-05,2020-07-10,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers, 38.98,3,0.2,-2.436, 116.93,,,,,,,
2796,US-2020-164336,2020-07-05,2020-07-10,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard, 34.80,3,0.2,2.175, 104.40,,,,,,,
2797,US-2020-146087,2020-07-06,2020-07-11,Standard Class,PP-18955,Paul Prost,Home Office,United States,Holyoke,Massachusetts,1040,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library, 301.96,2,0,60.392, 603.92,,,,,,,
2798,US-2020-161627,2020-07-06,2020-07-11,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair, 170.35,3,0.2,-17.0352, 511.06,,,,,,,
2799,US-2020-108665,2020-07-06,2020-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000965,Furniture,Furnishings,Howard Miller 11-1/2 Diameter Ridgewood Wall Clock, 155.82,3,0,63.8862, 467.46,,,,,,,
2800,US-2020-108665,2020-07-06,2020-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs, 13.96,2,0,6.7008, 27.92,,,,,,,
2801,US-2020-116260,2020-07-06,2020-07-12,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Vineland,New Jersey,8360,East,OFF-AR-10003732,Office Supplies,Art,Newell 333, 11.12,4,0,2.8912, 44.48,,,,,,,
2802,US-2020-108665,2020-07-06,2020-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart, 601.65,5,0,156.429, 3,008.25,,,,,,,
2803,US-2020-108665,2020-07-06,2020-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4, 124.95,5,0,2.499, 624.75,,,,,,,
2804,US-2020-129392,2020-07-08,2020-07-08,Same Day,DM-13015,Darrin Martin,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990, 21.12,5,0.2,6.6, 105.60,,,,,,,
2805,US-2020-132626,2020-07-09,2020-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection, 181.96,2,0,20.0156, 363.92,,,,,,,
2806,US-2020-123456,2020-07-09,2020-07-13,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Dallas,Texas,75220,Central,OFF-AP-10002684,Office Supplies,Appliances,Acco 7-Outlet Masterpiece Power Center_ Wihtout Fax/Phone Line Protection, 48.63,2,0.8,-121.58, 97.26,,,,,,,
2807,US-2020-153626,2020-07-09,2020-07-14,Standard Class,EB-13870,Emily Burns,Consumer,United States,Nashville,Tennessee,37211,South,OFF-AR-10000657,Office Supplies,Art,Binney & Smith inkTank Desk Highlighter_ Chisel Tip_ Yellow_ 12/Box, 5.16,3,0.2,0.8385, 15.48,,,,,,,
2808,US-2020-132626,2020-07-09,2020-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set, 79.36,4,0,32.5376, 317.44,,,,,,,
2809,US-2020-111094,2020-07-09,2020-07-13,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038,East,OFF-BI-10001597,Office Supplies,Binders,Wilson Jones Ledger-Size_ Piano-Hinge Binder_ 2_ Blue, 122.94,3,0,59.0112, 368.82,,,,,,,
2810,US-2020-132626,2020-07-09,2020-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders, 43.68,6,0,21.4032, 262.08,,,,,,,
2811,US-2020-132626,2020-07-09,2020-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-BI-10002854,Office Supplies,Binders,Performers Binder/Pad Holder_ Black, 84.09,3,0,42.045, 252.27,,,,,,,
2812,US-2020-132626,2020-07-09,2020-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers, 153.36,9,0,70.5456, 1,380.24,,,,,,,
2813,US-2020-132626,2020-07-09,2020-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks, 15.80,4,0,5.056, 63.20,,,,,,,
2814,US-2020-132626,2020-07-09,2020-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-LA-10000476,Office Supplies,Labels,Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters_ on Rolls_ White_ 250/Roll, 12.39,3,0,5.6994, 37.17,,,,,,,
2815,US-2020-111094,2020-07-09,2020-07-13,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books, 6.58,2,0,3.0268, 13.16,,,,,,,
2816,US-2020-132626,2020-07-09,2020-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File, 98.21,7,0,28.4809, 687.47,,,,,,,
2817,US-2020-132626,2020-07-09,2020-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder, 464.97,3,0,209.2365, 1,394.91,,,,,,,
2818,US-2020-135314,2020-07-09,2020-07-14,Second Class,MC-17575,Matt Collins,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System, 269.98,3,0.4,40.4973, 809.95,,,,,,,
2819,US-2020-149384,2020-07-10,2020-07-10,Same Day,EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders, 3.37,3,0.7,-2.244, 10.10,,,,,,,
2820,US-2020-107020,2020-07-10,2020-07-14,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,San Bernardino,California,92404,West,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders, 39.92,2,0.2,12.974, 79.84,,,,,,,
2821,US-2020-142237,2020-07-11,2020-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair, 341.49,8,0.3,-73.176, 2,731.90,,,,,,,
2822,US-2020-142237,2020-07-11,2020-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003142,Furniture,Furnishings,Master Big Foot Doorstop_ Beige, 25.34,6,0.2,3.4848, 152.06,,,,,,,
2823,US-2020-142237,2020-07-11,2020-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004848,Furniture,Furnishings,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock, 289.80,7,0.2,36.225, 2,028.60,,,,,,,
2824,US-2020-136469,2020-07-11,2020-07-12,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,FUR-TA-10001520,Furniture,Tables,Lesro Sheffield Collection Coffee Table_ End Table_ Center Table_ Corner Table, 199.84,4,0.3,-37.1124, 799.34,,,,,,,
2825,US-2020-142237,2020-07-11,2020-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003732,Office Supplies,Art,Newell 333, 11.12,5,0.2,0.834, 55.60,,,,,,,
2826,US-2020-142419,2020-07-11,2020-07-13,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001597,Office Supplies,Binders,Wilson Jones Ledger-Size_ Piano-Hinge Binder_ 2_ Blue, 98.35,3,0.2,34.4232, 295.06,,,,,,,
2827,US-2020-142237,2020-07-11,2020-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips, 6.48,4,0.7,-4.752, 25.92,,,,,,,
2828,US-2020-142237,2020-07-11,2020-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder, 2.50,3,0.7,-2.0016, 7.51,,,,,,,
2829,US-2020-136469,2020-07-11,2020-07-12,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders, 221.06,7,0,103.8982, 1,547.42,,,,,,,
2830,US-2020-142419,2020-07-11,2020-07-13,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896, 29.97,3,0,13.4865, 89.91,,,,,,,
2831,US-2020-136469,2020-07-11,2020-07-12,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster, 716.00,2,0,193.32, 1,432.00,,,,,,,
2832,US-2020-126557,2020-07-12,2020-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,FUR-CH-10004477,Furniture,Chairs,Global Push Button Managers Chair_ Indigo, 383.61,9,0.3,-5.4801, 3,452.46,,,,,,,
2833,US-2020-126557,2020-07-12,2020-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10001861,Furniture,Furnishings,Floodlight Indoor Halogen Bulbs_ 1 Bulb per Pack_ 60 Watts, 7.76,1,0.6,-2.134, 7.76,,,,,,,
2834,US-2020-126557,2020-07-12,2020-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10003190,Office Supplies,Art,Newell 32, 6.91,3,0.2,0.6912, 20.74,,,,,,,
2835,US-2020-126557,2020-07-12,2020-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders, 1.93,2,0.8,-2.9884, 3.86,,,,,,,
2836,US-2020-126557,2020-07-12,2020-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000526,Technology,Phones,Vtech CS6719, 537.54,7,0.2,53.7544, 3,762.81,,,,,,,
2837,US-2020-112711,2020-07-12,2020-07-18,Standard Class,FM-14380,Fred McMath,Consumer,United States,Amarillo,Texas,79109,Central,TEC-PH-10000526,Technology,Phones,Vtech CS6719, 307.17,4,0.2,30.7168, 1,228.67,,,,,,,
2838,US-2020-126557,2020-07-12,2020-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60, 148.48,2,0.2,16.704, 296.96,,,,,,,
2839,US-2020-126557,2020-07-12,2020-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter, 659.17,4,0.2,49.4376, 2,636.67,,,,,,,
2840,US-2020-114069,2020-07-13,2020-07-15,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs, 1,931.04,9,0.1,321.84, 17,379.36,,,,,,,
2841,US-2020-114069,2020-07-13,2020-07-15,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs, 11.81,2,0.2,4.2804, 23.62,,,,,,,
2842,US-2020-107349,2020-07-13,2020-07-15,First Class,SL-20155,Sara Luxemburg,Home Office,United States,Houston,Texas,77095,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges, 41.57,6,0.8,-66.5088, 249.41,,,,,,,
2843,US-2020-140851,2020-07-13,2020-07-15,Second Class,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931, 38.88,6,0,18.6624, 233.28,,,,,,,
2844,US-2020-114069,2020-07-13,2020-07-15,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper, 9.96,2,0,4.6812, 19.92,,,,,,,
2845,US-2020-143364,2020-07-14,2020-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,FUR-BO-10001608,Furniture,Bookcases,Hon Metal Bookcases_ Black, 127.76,6,0.7,-191.646, 766.58,,,,,,,
2846,US-2020-143364,2020-07-14,2020-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair, 441.92,2,0.2,49.716, 883.84,,,,,,,
2847,US-2020-143364,2020-07-14,2020-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899, 18.50,4,0.2,6.7048, 73.98,,,,,,,
2848,US-2020-143364,2020-07-14,2020-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving, 272.74,3,0.2,-64.7748, 818.21,,,,,,,
2849,US-2020-113404,2020-07-16,2020-07-16,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090  Pillow Soft  Series Mid Back Swivel/Tilt Chairs, 1,348.70,6,0.2,-219.1644, 8,092.22,,,,,,,
2850,US-2020-113404,2020-07-16,2020-07-16,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs, 700.15,3,0.2,78.7671, 2,100.46,,,,,,,
2851,US-2020-146948,2020-07-16,2020-07-20,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215,East,FUR-CH-10004853,Furniture,Chairs,Global Managers Adjustable Task Chair_ Storm, 150.98,1,0,43.7842, 150.98,,,,,,,
2852,US-2020-146948,2020-07-16,2020-07-20,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215,East,OFF-EN-10000483,Office Supplies,Envelopes,White Envelopes_ White Envelopes with Clear Poly Window, 137.25,9,0,63.135, 1,235.25,,,,,,,
2853,US-2020-146948,2020-07-16,2020-07-20,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215,East,OFF-FA-10001332,Office Supplies,Fasteners,Acco Bankers Clasps_ 5 3/4-Long, 11.52,4,0,5.4144, 46.08,,,,,,,
2854,US-2020-166520,2020-07-16,2020-07-19,First Class,KE-16420,Katrina Edelman,Corporate,United States,New York City,New York,10035,East,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope, 80.88,3,0,39.6312, 242.64,,,,,,,
2855,US-2020-166520,2020-07-16,2020-07-19,First Class,KE-16420,Katrina Edelman,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac, 599.90,10,0,191.968, 5,999.00,,,,,,,
2856,US-2020-138534,2020-07-17,2020-07-19,Second Class,JM-15535,Jessica Myrick,Consumer,United States,Bakersfield,California,93309,West,FUR-BO-10003159,Furniture,Bookcases,Sauder Camden County Collection Libraries_ Planked Cherry Finish, 195.47,2,0.15,-13.7976, 390.93,,,,,,,
2857,US-2020-149629,2020-07-17,2020-07-20,Second Class,MP-17965,Michael Paige,Corporate,United States,Port Saint Lucie,Florida,34952,South,FUR-BO-10004709,Furniture,Bookcases,Bush Westfield Collection Bookcases_ Medium Cherry Finish, 231.92,5,0.2,5.798, 1,159.60,,,,,,,
2858,US-2020-121132,2020-07-17,2020-07-24,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips, 14.43,4,0.2,3.4276, 57.73,,,,,,,
2859,US-2020-121132,2020-07-17,2020-07-24,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-LA-10002368,Office Supplies,Labels,Avery 479, 6.26,3,0.2,2.0358, 18.79,,,,,,,
2860,US-2020-122973,2020-07-18,2020-07-20,Second Class,PJ-19015,Pauline Johnson,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002364,Furniture,Furnishings,Eldon Expressions Wood Desk Accessories_ Oak, 7.38,1,0,2.1402, 7.38,,,,,,,
2861,US-2020-159590,2020-07-18,2020-07-21,First Class,KC-16255,Karen Carlisle,Corporate,United States,New York City,New York,10009,East,OFF-AR-10003190,Office Supplies,Art,Newell 32, 5.76,2,0,1.6128, 11.52,,,,,,,
2862,US-2020-122973,2020-07-18,2020-07-20,Second Class,PJ-19015,Pauline Johnson,Consumer,United States,New York City,New York,10024,East,OFF-BI-10004182,Office Supplies,Binders,Economy Binders, 3.33,2,0.2,1.2064, 6.66,,,,,,,
2863,US-2020-111206,2020-07-18,2020-07-22,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,San Diego,California,92105,West,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset, 519.96,4,0,176.7864, 2,079.84,,,,,,,
2864,US-2020-122973,2020-07-18,2020-07-20,Second Class,PJ-19015,Pauline Johnson,Consumer,United States,New York City,New York,10024,East,TEC-PH-10002468,Technology,Phones,Plantronics CS 50-USB - headset - Convertible_ Monaural, 135.99,1,0,36.7173, 135.99,,,,,,,
2865,US-2020-160150,2020-07-19,2020-07-20,First Class,TS-21085,Thais Sissman,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders, 2.03,1,0.7,-1.35, 2.03,,,,,,,
2866,US-2020-122784,2020-07-20,2020-07-27,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,FUR-BO-10002545,Furniture,Bookcases,Atlantic Metals Mobile 3-Shelf Bookcases_ Custom Colors, 913.43,5,0.3,-52.196, 4,567.15,,,,,,,
2867,US-2020-122784,2020-07-20,2020-07-27,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,FUR-BO-10004690,Furniture,Bookcases,OSullivan Cherrywood Estates Traditional Barrister Bookcase, 384.94,4,0.3,-126.4816, 1,539.78,,,,,,,
2868,US-2020-122784,2020-07-20,2020-07-27,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders, 2.88,5,0.8,-4.464, 14.40,,,,,,,
2869,US-2020-160472,2020-07-20,2020-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-EN-10000483,Office Supplies,Envelopes,White Envelopes_ White Envelopes with Clear Poly Window, 106.75,7,0,49.105, 747.25,,,,,,,
2870,US-2020-160472,2020-07-20,2020-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981, 26.40,5,0,11.88, 132.00,,,,,,,
2871,US-2020-160472,2020-07-20,2020-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper, 97.82,2,0,45.9754, 195.64,,,,,,,
2872,US-2020-160472,2020-07-20,2020-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-ST-10000464,Office Supplies,Storage,Multi-Use Personal File Cart and Caster Set_ Three Stacking Bins, 34.76,1,0,9.7328, 34.76,,,,,,,
2873,US-2020-160472,2020-07-20,2020-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager, 141.40,5,0,38.178, 707.00,,,,,,,
2874,US-2020-160472,2020-07-20,2020-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp, 831.20,5,0,124.68, 4,156.00,,,,,,,
2875,US-2020-122784,2020-07-20,2020-07-27,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED, 153.58,2,0.2,13.4386, 307.17,,,,,,,
2876,US-2020-120810,2020-07-23,2020-07-27,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10009,East,FUR-FU-10002253,Furniture,Furnishings,Howard Miller 13 Diameter Pewter Finish Round Wall Clock, 128.82,3,0,50.2398, 386.46,,,,,,,
2877,US-2020-120810,2020-07-23,2020-07-27,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10009,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge, 68.94,3,0,20.682, 206.82,,,,,,,
2878,US-2020-124044,2020-07-23,2020-07-26,Second Class,MS-17830,Melanie Seite,Consumer,United States,Rochester,New York,14609,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch, 10.51,3,0.2,3.6792, 31.54,,,,,,,
2879,US-2020-103135,2020-07-24,2020-07-28,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,FUR-FU-10001487,Furniture,Furnishings,Eldon Expressions Wood and Plastic Desk Accessories_ Cherry Wood, 20.94,3,0,6.0726, 62.82,,,,,,,
2880,US-2020-103135,2020-07-24,2020-07-28,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10000069,Office Supplies,Binders,GBC Prepunched Paper_ 19-Hole_ for Binding Systems_ 24-lb, 135.09,9,0,62.1414, 1,215.81,,,,,,,
2881,US-2020-103135,2020-07-24,2020-07-28,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10000069,Office Supplies,Binders,GBC Prepunched Paper_ 19-Hole_ for Binding Systems_ 24-lb, 90.06,6,0,41.4276, 540.36,,,,,,,
2882,US-2020-103135,2020-07-24,2020-07-28,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard, 279.86,14,0,64.3678, 3,918.04,,,,,,,
2883,US-2020-148635,2020-07-25,2020-07-27,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,FUR-BO-10002213,Furniture,Bookcases,Sauder Forest Hills Library_ Woodland Oak Finish, 704.90,5,0,56.392, 3,524.50,,,,,,,
2884,US-2020-148635,2020-07-25,2020-07-27,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat, 561.57,2,0.2,28.0784, 1,123.14,,,,,,,
2885,US-2020-154291,2020-07-25,2020-07-29,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Montgomery,Alabama,36116,South,FUR-TA-10002041,Furniture,Tables,Bevis Round Conference Table Top_ X-Base, 358.58,2,0,39.4438, 717.16,,,,,,,
2886,US-2020-150161,2020-07-25,2020-07-29,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern, 25.18,4,0.7,-18.4624, 100.70,,,,,,,
2887,US-2020-154291,2020-07-25,2020-07-29,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Montgomery,Alabama,36116,South,OFF-EN-10001335,Office Supplies,Envelopes,White Business Envelopes with Contemporary Seam_ Recycled White Business Envelopes, 98.46,9,0,49.23, 886.14,,,,,,,
